,order_id,customer_id,order_date,order_status,sub_total,order_total,total_quantity,month,coupon
1977,974,550,13/11/2012,Shipped,138.0,143.5,2,11,True
1978,1251,792,13/11/2013,Shipped,99.0,99.0,2,11,True
1979,1250,791,13/11/2013,Shipped,124.0,124.0,2,11,True
1980,2187,1205,13/11/2015,Shipped,138.0,138.0,2,11,True
1981,2189,548,13/11/2015,Shipped,69.0,74.5,1,11,True
1982,4206,635,13/11/2020,Shipped,244.0,244.0,3,11,True
1983,2277,1250,13/12/2015,Shipped,69.0,74.5,1,12,True
1984,2782,728,13/12/2016,Shipped,35.0,35.0,1,12,True
1985,3943,1243,13/12/2019,Shipped,80.0,80.0,1,12,True
1986,2318,1136,14/01/2016,Shipped,231.0,239.35,4,01,True
1987,2901,1379,14/01/2017,Shipped,201.0,201.0,4,01,True
1988,3668,1480,14/01/2019,Shipped,72.0,72.0,1,01,True
1991,2977,1395,14/02/2017,Shipped,291.0,291.0,4,02,True
1992,3373,1266,14/02/2018,Shipped,236.0,236.0,4,02,True
1993,1403,856,14/03/2014,Shipped,138.0,138.0,2,03,True
1994,3031,1406,14/03/2017,Shipped,74.0,74.0,1,03,True
1996,1931,802,14/04/2015,Shipped,69.0,74.5,1,04,True
1997,2442,1300,14/04/2016,Shipped,28.0,33.5,1,04,True
1998,3054,539,14/04/2017,Shipped,108.0,108.0,2,04,True
1999,1986,999,14/05/2015,Shipped,71.0,76.5,1,05,True
2000,3082,1426,14/05/2017,Shipped,74.0,74.0,1,05,True
2001,3781,1435,14/05/2019,Shipped,74.0,74.0,1,05,True
2002,1463,882,14/06/2014,Shipped,185.0,185.0,2,06,True
2003,2040,1165,14/06/2015,Shipped,69.0,74.5,1,06,True
2004,2486,1311,14/06/2016,Shipped,62.0,67.5,1,06,True
2005,3458,1541,14/06/2018,Shipped,160.0,160.0,2,06,True
2006,2071,1176,14/08/2015,Shipped,69.0,74.5,1,08,True
2007,3144,1442,14/08/2017,Shipped,143.0,143.0,2,08,True
2008,2112,1183,14/09/2015,Shipped,119.0,119.0,2,09,True
2009,2532,1321,14/09/2016,Shipped,78.0,78.0,2,09,True
2010,3861,1636,14/09/2019,Shipped,240.0,240.0,3,09,True
2011,2143,951,14/10/2015,Shipped,414.0,414.0,6,10,True
2012,3557,790,14/10/2018,Shipped,144.0,144.0,2,10,True
2013,4153,1452,14/10/2020,Shipped,80.0,80.0,1,10,True
2014,979,639,14/11/2012,Shipped,69.0,74.5,1,11,True
2015,1252,793,14/11/2013,Shipped,34.0,39.5,1,11,True
2016,1616,983,14/11/2014,Shipped,138.0,138.0,2,11,True
2017,1614,982,14/11/2014,Shipped,69.0,74.5,1,11,True
2018,1615,242,14/11/2014,Shipped,69.0,74.5,1,11,True
2019,2599,7,14/11/2016,Shipped,74.0,79.5,1,11,True
2020,1755,1058,14/12/2014,Shipped,284.0,284.0,4,12,True
2021,2791,1362,14/12/2016,Shipped,152.0,152.0,2,12,True
2022,1815,1082,15/01/2015,Shipped,69.0,74.5,1,01,True
2023,2902,1180,15/01/2017,Shipped,80.0,80.0,1,01,True
2024,3337,1502,15/01/2018,Shipped,74.0,74.0,1,01,True
2025,3335,84,15/01/2018,Shipped,148.0,148.0,2,01,True
2026,3968,1554,15/01/2020,Shipped,84.0,84.0,1,01,True
2027,1089,695,15/02/2013,Shipped,276.0,276.0,4,02,True
2028,3988,9003,15/02/2020,Shipped,290.0,290.0,4,02,True
2029,1108,707,15/03/2013,Shipped,124.0,124.0,2,03,True
2030,1127,418,15/04/2013,Shipped,124.0,124.0,2,04,True
2031,3749,1537,15/04/2019,Shipped,222.0,222.0,3,04,True
2033,3783,1612,15/05/2019,Shipped,79.0,85.5,1,05,True
2034,3782,753,15/05/2019,Shipped,154.0,154.0,2,05,True
2035,1165,741,15/06/2013,Shipped,402.0,402.0,6,06,True
2037,1177,456,15/07/2013,Shipped,98.0,98.0,2,07,True
2038,2057,539,15/07/2015,Shipped,124.0,124.0,2,07,True
2039,4112,1704,15/08/2020,Shipped,84.0,84.0,1,08,True
2040,2114,1185,15/09/2015,Shipped,62.0,67.5,1,09,True
2041,2113,1184,15/09/2015,Shipped,62.0,67.5,1,09,True
2042,1233,780,15/10/2013,Shipped,108.0,108.0,3,10,True
2043,2565,1327,15/10/2016,Shipped,254.0,254.0,3,10,True
2044,2192,1222,15/11/2015,Shipped,142.0,142.0,2,11,True
2045,2191,1221,15/11/2015,Shipped,107.0,107.0,2,11,True
2046,2190,1220,15/11/2015,Shipped,189.0,189.0,3,11,True
2047,2604,1336,15/11/2016,Shipped,268.0,268.0,4,11,True
2048,3217,1427,15/11/2017,Shipped,76.0,76.0,1,11,True
2049,4207,1658,15/11/2020,Shipped,228.0,228.0,3,11,True
2050,1016,654,15/12/2012,Shipped,276.0,276.0,4,12,True
2051,1319,816,15/12/2013,Shipped,71.0,76.5,1,12,True
2052,2290,1253,15/12/2015,Shipped,99.0,99.0,1,12,True
2053,2288,1252,15/12/2015,Shipped,139.0,139.0,3,12,True
2054,2292,836,15/12/2015,Shipped,347.0,347.0,5,12,True
2055,3944,1653,15/12/2019,Shipped,80.0,80.0,1,12,True
2056,4264,1102,15/12/2020,Shipped,148.0,148.0,2,12,True
2057,1359,839,16/01/2014,Shipped,131.0,131.0,2,01,True
2058,3339,1503,16/01/2018,Shipped,67.0,67.0,1,01,True
2059,3669,1497,16/01/2019,Shipped,144.0,144.0,2,01,True
2060,1877,869,16/02/2015,Shipped,142.0,142.0,2,02,True
2061,3989,9004,16/02/2020,Shipped,158.0,158.0,2,02,True
2062,4023,1380,16/04/2020,Shipped,160.0,160.0,2,04,True
2063,1989,1149,16/05/2015,Shipped,80.0,80.0,1,05,True
2064,2474,291,16/05/2016,Shipped,144.0,144.0,18,05,True
2065,3084,1427,16/05/2017,Shipped,76.0,76.0,1,05,True
2066,4040,1681,16/05/2020,Shipped,148.0,148.0,2,05,True
2067,1464,622,16/06/2014,Shipped,138.0,138.0,2,06,True
2068,876,577,16/08/2012,Shipped,82.0,87.5,1,08,True
2069,2525,605,16/08/2016,Shipped,68.0,73.5,1,08,True
2070,1207,762,16/09/2013,Shipped,60.0,65.5,1,09,True
2071,1537,928,16/09/2014,Shipped,138.0,138.0,2,09,True
2072,3881,1641,16/10/2019,Shipped,322.0,322.0,4,10,True
2073,4157,1726,16/10/2020,Shipped,80.0,86.5,1,10,True
2074,1620,987,16/11/2014,Shipped,208.0,208.0,3,11,True
2075,1619,986,16/11/2014,Shipped,124.0,124.0,2,11,True
2076,1618,985,16/11/2014,Shipped,138.0,138.0,2,11,True
2077,2194,1223,16/11/2015,Shipped,42.0,47.5,1,11,True
2078,2195,718,16/11/2015,Shipped,207.0,207.0,3,11,True
2079,2607,1274,16/11/2016,Shipped,144.0,144.0,2,11,True
2080,2606,1052,16/11/2016,Shipped,204.0,204.0,5,11,True
2081,3218,1468,16/11/2017,Shipped,70.0,70.0,1,11,True
2082,3906,1648,16/11/2019,Shipped,168.0,168.0,2,11,True
2083,1018,658,16/12/2012,Shipped,248.0,248.0,4,12,True
2084,1320,809,16/12/2013,Shipped,144.0,144.0,2,12,True
2085,2294,1254,16/12/2015,Shipped,200.0,200.0,3,12,True
2086,2293,789,16/12/2015,Shipped,168.0,168.0,6,12,True
2087,2815,1364,16/12/2016,Shipped,75.0,75.0,1,12,True
2088,3291,1069,16/12/2017,Shipped,68.0,68.0,1,12,True
2089,2319,1260,17/01/2016,Shipped,69.0,74.5,1,01,True
2090,3971,1660,17/01/2020,Shipped,68.0,68.0,1,01,True
2091,3970,1659,17/01/2020,Shipped,247.0,247.0,3,01,True
2092,3969,815,17/01/2020,Shipped,168.0,168.0,2,01,True
2093,1090,696,17/02/2013,Shipped,64.0,69.5,1,02,True
2094,1395,512,17/02/2014,Shipped,193.0,193.0,3,02,True
2095,1878,1026,17/02/2015,Shipped,245.0,245.0,5,02,True
2096,3992,1667,17/02/2020,Shipped,80.0,80.0,1,02,True
2097,3991,1284,17/02/2020,Shipped,232.0,232.0,3,02,True
2098,4310,1787,17/02/2021,Awaiting Fulfillment,76.0,79.99,1,02,True
2099,1892,545,17/03/2015,Shipped,135.0,135.0,3,03,True
2100,1421,205,17/04/2014,Shipped,186.0,186.0,3,04,True
2101,2476,1309,17/05/2016,Shipped,367.0,367.0,5,05,True
2102,1465,561,17/06/2014,Shipped,419.0,419.0,7,06,True
2103,3113,1436,17/06/2017,Shipped,74.0,74.0,1,06,True
2104,4062,1687,17/06/2020,Shipped,168.0,174.5,2,06,True
2105,1512,856,17/08/2014,Shipped,173.0,173.0,3,08,True
2106,2072,1177,17/08/2015,Shipped,217.0,217.0,3,08,True
2107,3147,1443,17/08/2017,Shipped,80.0,80.0,1,08,True
2108,3145,1380,17/08/2017,Shipped,148.0,148.0,2,08,True
2109,1538,539,17/09/2014,Shipped,76.0,76.0,2,09,True
2110,3535,951,17/09/2018,Shipped,80.0,80.0,1,09,True
2111,1234,781,17/10/2013,Shipped,69.0,74.5,1,10,True
2112,2567,1250,17/10/2016,Shipped,74.0,79.5,1,10,True
2113,981,418,17/11/2012,Shipped,207.0,215.35,3,11,True
2114,1621,988,17/11/2014,Shipped,136.0,136.0,2,11,True
2115,3219,1469,17/11/2017,Shipped,76.0,76.0,1,11,True
2116,3602,1147,17/11/2018,Shipped,72.0,72.0,1,11,True
2117,4208,1614,17/11/2020,Shipped,160.0,160.0,2,11,True
2118,4210,1378,17/11/2020,Shipped,320.0,320.0,4,11,True
2119,4209,1195,17/11/2020,Shipped,133.0,133.0,2,11,True
2120,1020,660,17/12/2012,Shipped,193.0,193.0,3,12,True
2121,1019,659,17/12/2012,Shipped,69.0,74.5,1,12,True
2122,1323,818,17/12/2013,Shipped,122.0,122.0,3,12,True
2123,1322,817,17/12/2013,Shipped,131.0,131.0,2,12,True
2124,1321,368,17/12/2013,Shipped,89.0,89.0,2,12,True
2125,1768,1063,17/12/2014,Shipped,76.0,76.0,2,12,True
2126,1767,773,17/12/2014,Shipped,124.0,124.0,2,12,True
2127,3650,1584,17/12/2018,Shipped,160.0,160.0,2,12,True
2128,4265,1401,17/12/2020,Shipped,148.0,148.0,2,12,True
2129,4266,1378,17/12/2020,Shipped,160.0,166.5,2,12,True
2130,4267,1217,17/12/2020,Shipped,80.0,86.5,1,12,True
2131,1360,840,18/01/2014,Shipped,200.0,200.0,3,01,True
2132,1819,1084,18/01/2015,Shipped,114.0,114.0,2,01,True
2133,1818,1083,18/01/2015,Shipped,80.0,80.0,6,01,True
2134,2320,1261,18/01/2016,Shipped,71.0,76.5,1,01,True
2135,3340,1504,18/01/2018,Shipped,313.0,313.0,4,01,True
2136,4291,1781,18/01/2021,Shipped,240.0,246.5,3,01,True
2137,3993,1668,18/02/2020,Shipped,80.0,86.5,1,02,True
2138,1893,1117,18/03/2015,Shipped,75.0,75.0,1,03,True
2139,2393,1271,18/03/2016,Shipped,85.0,85.0,3,03,True
2140,2388,1233,18/03/2016,Shipped,186.0,186.0,3,03,True
2141,2392,610,18/03/2016,Shipped,69.0,74.5,1,03,True
2142,2391,562,18/03/2016,Shipped,124.0,124.0,2,03,True
2143,1932,738,18/04/2015,Shipped,207.0,207.0,3,04,True
2144,3750,308,18/04/2019,Shipped,154.0,154.0,2,04,True
2145,4024,1661,18/04/2020,Shipped,240.0,240.0,3,04,True
2146,3465,1488,18/06/2018,Shipped,72.0,72.0,1,06,True
2154,1196,753,18/08/2013,Shipped,71.0,76.5,1,08,True
2155,902,597,18/09/2012,Shipped,124.0,129.5,2,09,True
2156,2148,1198,18/10/2015,Shipped,108.0,108.0,2,10,True
2157,2147,1197,18/10/2015,Shipped,71.0,76.5,1,10,True
2158,2145,1196,18/10/2015,Shipped,228.0,228.0,3,10,True
2159,2144,1195,18/10/2015,Shipped,66.0,71.5,2,10,True
2160,3179,1458,18/10/2017,Shipped,75.0,75.0,1,10,True
2161,2199,1225,18/11/2015,Shipped,280.0,280.0,4,11,True
2162,2196,334,18/11/2015,Shipped,169.0,169.0,3,11,True
2163,3908,1649,18/11/2019,Shipped,84.0,84.0,1,11,True
2165,1026,414,18/12/2012,Shipped,140.0,140.0,2,12,True
2166,1024,210,18/12/2012,Shipped,138.0,138.0,2,12,True
2167,1772,1064,18/12/2014,Shipped,317.0,317.0,5,12,True
2168,1773,988,18/12/2014,Shipped,71.0,76.5,1,12,True
2169,3302,1452,18/12/2017,Shipped,76.0,76.0,1,12,True
2170,3303,1452,18/12/2017,Shipped,76.0,76.0,1,12,True
2171,3652,1585,18/12/2018,Shipped,44.0,44.0,1,12,True
2172,3651,951,18/12/2018,Shipped,160.0,166.5,2,12,True
2173,1361,841,19/01/2014,Shipped,69.0,74.5,1,01,True
2174,2322,1262,19/01/2016,Shipped,138.0,138.0,2,01,True
2175,2907,1380,19/01/2017,Shipped,258.0,258.0,4,01,True
2176,2375,1281,19/02/2016,Shipped,347.0,347.0,5,02,True
2177,3379,1490,19/02/2018,Shipped,203.0,203.0,3,02,True
2178,3375,1226,19/02/2018,Shipped,119.0,119.0,2,02,True
2179,1405,857,19/03/2014,Shipped,195.0,195.0,3,03,True
2180,1898,1090,19/03/2015,Shipped,86.0,86.0,1,03,True
2181,1894,1071,19/03/2015,Shipped,62.0,67.5,1,03,True
2182,2397,990,19/03/2016,Shipped,62.0,67.5,1,03,True
2183,3753,1607,19/04/2019,Shipped,160.0,160.0,2,04,True
2184,4025,1677,19/04/2020,Shipped,408.0,408.0,5,04,True
2185,1452,875,19/05/2014,Shipped,100.0,100.0,2,05,True
2186,1991,859,19/05/2015,Shipped,142.0,142.0,2,05,True
2187,1184,545,19/07/2013,Shipped,93.0,93.0,2,07,True
2188,2059,994,19/07/2015,Shipped,138.0,138.0,2,07,True
2189,3824,1537,19/07/2019,Shipped,222.0,222.0,3,07,True
2190,880,42,19/08/2012,Shipped,123.99,138.94,2,08,True
2191,3148,2,19/08/2017,Cancelled,74.0,74.0,1,08,True
2192,3149,2,19/08/2017,Cancelled,74.0,74.0,1,08,True
2193,3150,2,19/08/2017,Cancelled,74.0,74.0,1,08,True
2194,903,598,19/09/2012,Shipped,138.0,143.5,2,09,True
2195,1209,764,19/09/2013,Shipped,138.0,138.0,2,09,True
2196,1208,763,19/09/2013,Shipped,207.0,207.0,3,09,True
2197,3537,1555,19/09/2018,Shipped,168.0,174.5,2,09,True
2198,921,612,19/10/2012,Shipped,69.0,74.5,1,10,True
2200,2151,1200,19/10/2015,Shipped,251.0,251.0,4,10,True
2201,2149,1199,19/10/2015,Shipped,58.0,63.5,1,10,True
2202,2152,561,19/10/2015,Shipped,168.0,168.0,3,10,True
2203,2569,1328,19/10/2016,Shipped,149.0,149.0,2,10,True
2204,3180,1289,19/10/2017,Shipped,432.0,432.0,6,10,True
2205,3882,1642,19/10/2019,Shipped,80.0,80.0,1,10,True
2206,983,642,19/11/2012,Shipped,69.0,79.76,1,11,True
2207,982,641,19/11/2012,Shipped,71.0,76.5,1,11,True
2208,1254,794,19/11/2013,Shipped,69.0,74.5,1,11,True
2209,1253,721,19/11/2013,Shipped,200.0,200.0,4,11,True
2210,1623,989,19/11/2014,Shipped,62.0,67.5,1,11,True
2211,1625,950,19/11/2014,Shipped,69.0,74.5,1,11,True
2212,1622,620,19/11/2014,Shipped,328.0,328.0,5,11,True
2213,1624,533,19/11/2014,Shipped,138.0,138.0,2,11,True
2214,2200,987,19/11/2015,Shipped,71.0,76.5,1,11,True
2215,2629,1338,19/11/2016,Shipped,74.0,79.5,1,11,True
2216,3220,1470,19/11/2017,Shipped,224.0,224.0,3,11,True
2217,4211,1743,19/11/2020,Shipped,80.0,80.0,1,11,True
2218,1774,1065,19/12/2014,Shipped,140.0,140.0,2,12,True
2219,1821,1086,20/01/2015,Shipped,71.0,76.5,1,01,True
2220,1820,1085,20/01/2015,Shipped,168.0,168.0,2,01,True
2221,2324,1263,20/01/2016,Shipped,32.0,37.5,1,01,True
2222,2323,250,20/01/2016,Shipped,97.0,97.0,2,01,True
2223,3343,1505,20/01/2018,Shipped,76.0,76.0,1,01,True
2224,3670,1588,20/01/2019,Shipped,198.0,198.0,2,01,True
2225,3973,1662,20/01/2020,Shipped,160.0,160.0,2,01,True
2226,4292,1782,20/01/2021,Shipped,79.0,79.0,1,01,True
2227,3382,1519,20/02/2018,Shipped,102.0,102.0,2,02,True
2228,2403,673,20/03/2016,Shipped,126.0,126.0,4,03,True
2229,2443,1301,20/04/2016,Shipped,136.0,136.0,2,04,True
2230,4030,1679,20/04/2020,Shipped,84.0,84.0,1,04,True
2232,1454,876,20/05/2014,Shipped,20.0,25.5,1,05,True
2233,3091,1428,20/05/2017,Shipped,67.0,67.0,1,05,True
2234,3445,1536,20/05/2018,Shipped,39.0,39.0,1,05,True
2235,3117,1437,20/06/2017,Shipped,58.0,58.0,2,06,True
2236,4101,1699,20/07/2020,Shipped,89.0,89.0,1,07,True
2237,4117,1697,20/08/2020,Cancelled,74.0,74.0,1,08,True
2238,2533,1322,20/09/2016,Shipped,84.0,84.0,2,09,True
2239,3167,1450,20/09/2017,Shipped,519.0,519.0,7,09,True
2240,1561,942,20/10/2014,Shipped,124.0,124.0,2,10,True
2241,1562,942,20/10/2014,Shipped,69.0,74.5,1,10,True
2242,2153,1201,20/10/2015,Shipped,138.0,138.0,2,10,True
2243,3885,1643,20/10/2019,Shipped,80.0,80.0,1,10,True
2244,4163,1565,20/10/2020,Shipped,148.0,148.0,2,10,True
2245,1626,990,20/11/2014,Shipped,99.0,99.0,1,11,True
2246,2202,1226,20/11/2015,Shipped,207.0,207.0,3,11,True
2247,2201,1206,20/11/2015,Shipped,195.0,195.0,5,11,True
2248,2632,1339,20/11/2016,Shipped,224.0,224.0,3,11,True
2249,3221,1277,20/11/2017,Shipped,222.0,222.0,3,11,True
2250,4212,1289,20/11/2020,Shipped,672.0,678.5,8,11,True
2251,1027,663,20/12/2012,Shipped,140.0,140.0,2,12,True
2252,1780,1067,20/12/2014,Shipped,62.0,67.5,1,12,True
2253,1779,1052,20/12/2014,Shipped,286.0,286.0,5,12,True
2254,2303,1256,20/12/2015,Shipped,142.0,142.0,2,12,True
2255,3304,1483,20/12/2017,Shipped,76.0,76.0,1,12,True
2256,1362,549,21/01/2014,Shipped,31.0,36.5,1,01,True
2257,3344,1197,21/01/2018,Shipped,76.0,76.0,1,01,True
2258,2984,1399,21/02/2017,Shipped,356.0,356.0,5,02,True
2259,2983,1398,21/02/2017,Shipped,148.0,148.0,2,02,True
2260,3383,1274,21/02/2018,Shipped,282.0,282.0,4,02,True
2261,3697,1596,21/02/2019,Shipped,56.0,56.0,1,02,True
2262,3994,1646,21/02/2020,Shipped,80.0,80.0,1,02,True
2263,1406,858,21/03/2014,Shipped,34.0,39.5,1,03,True
2264,3399,1524,21/03/2018,Shipped,109.0,109.0,1,03,True
2265,1141,728,21/04/2013,Shipped,101.0,101.0,2,04,True
2266,1933,1128,21/04/2015,Shipped,69.0,74.5,1,04,True
2267,3059,1146,21/04/2017,Shipped,67.0,67.0,1,04,True
2268,1168,660,21/06/2013,Shipped,124.0,124.0,2,06,True
2269,4065,539,21/06/2020,Shipped,74.0,74.0,1,06,True
2270,904,599,21/09/2012,Shipped,124.0,129.5,2,09,True
2271,1214,768,21/09/2013,Shipped,62.0,67.5,1,09,True
2272,1213,767,21/09/2013,Shipped,20.0,25.5,1,09,True
2273,1212,766,21/09/2013,Shipped,329.0,329.0,5,09,True
2274,1210,765,21/09/2013,Shipped,100.0,100.0,2,09,True
2275,1540,931,21/09/2014,Shipped,393.0,393.0,6,09,True
2276,2534,1323,21/09/2016,Shipped,246.0,246.0,3,09,True
2277,2535,1198,21/09/2016,Shipped,117.0,117.0,3,09,True
2278,1235,770,21/10/2013,Shipped,176.0,176.0,3,10,True
2279,1563,223,21/10/2014,Shipped,207.0,207.0,3,10,True
2280,3563,1112,21/10/2018,Shipped,160.0,160.0,2,10,True
2281,4164,1728,21/10/2020,Shipped,160.0,160.0,2,10,True
2282,1255,770,21/11/2013,Shipped,140.0,145.5,2,11,True
2283,1256,753,21/11/2013,Shipped,99.0,99.0,1,11,True
2284,1635,991,21/11/2014,Shipped,336.0,336.0,4,11,True
2285,2203,1227,21/11/2015,Shipped,207.0,207.0,3,11,True
2286,3604,815,21/11/2018,Shipped,84.0,84.0,1,11,True
2287,3605,794,21/11/2018,Shipped,80.0,80.0,1,11,True
2289,1028,664,21/12/2012,Shipped,69.0,74.5,1,12,True
2290,1788,1071,21/12/2014,Shipped,207.0,207.0,3,12,True
2291,1787,1070,21/12/2014,Shipped,71.0,76.5,1,12,True
2292,1782,1069,21/12/2014,Shipped,142.0,142.0,2,12,True
2293,1781,1068,21/12/2014,Shipped,142.0,142.0,2,12,True
2294,2304,1257,21/12/2015,Shipped,276.0,276.0,4,12,True
2295,4271,1771,21/12/2020,Shipped,80.0,80.0,1,12,True
2296,4272,1195,21/12/2020,Shipped,59.0,59.0,1,12,True
2297,3672,706,22/01/2019,Shipped,168.0,168.0,2,01,True
2298,1880,1109,22/02/2015,Shipped,275.0,275.0,4,02,True
2299,1879,709,22/02/2015,Shipped,69.0,74.5,1,02,True
2300,2985,1400,22/02/2017,Shipped,148.0,148.0,2,02,True
2301,3701,1599,22/02/2019,Shipped,84.0,84.0,1,02,True
2302,3700,1189,22/02/2019,Shipped,154.0,154.0,2,02,True
2303,3034,1407,22/03/2017,Shipped,76.0,76.0,1,03,True
2304,1422,863,22/04/2014,Shipped,62.0,67.5,1,04,True
2305,1996,1152,22/05/2015,Shipped,71.0,76.5,1,05,True
2306,3095,1431,22/05/2017,Shipped,74.0,74.0,1,05,True
2307,3094,1430,22/05/2017,Shipped,268.0,268.0,4,05,True
2309,1482,896,22/07/2014,Shipped,62.0,67.5,1,07,True
2310,2060,1174,22/07/2015,Shipped,99.0,99.0,1,07,True
2311,2073,1178,22/08/2015,Shipped,69.0,74.5,1,08,True
2312,3151,1442,22/08/2017,Shipped,76.0,76.0,1,08,True
2313,1541,932,22/09/2014,Shipped,273.0,273.0,4,09,True
2314,2117,1187,22/09/2015,Shipped,65.0,70.5,1,09,True
2315,4141,545,22/09/2020,Shipped,80.0,80.0,1,09,True
2316,1236,782,22/10/2013,Shipped,131.0,131.0,2,10,True
2317,1564,709,22/10/2014,Shipped,69.0,74.5,1,10,True
2318,3565,350,22/10/2018,Shipped,109.0,115.5,1,10,True
2319,4166,1729,22/10/2020,Shipped,80.0,80.0,1,10,True
2320,1647,995,22/11/2014,Shipped,65.0,70.5,1,11,True
2321,1641,994,22/11/2014,Shipped,349.0,349.0,5,11,True
2322,1636,810,22/11/2014,Shipped,275.0,275.0,4,11,True
2323,1637,650,22/11/2014,Shipped,30.0,35.5,3,11,True
2324,2213,1228,22/11/2015,Shipped,142.0,142.0,2,11,True
2325,2216,967,22/11/2015,Shipped,111.0,111.0,2,11,True
2326,2206,823,22/11/2015,Shipped,129.0,129.0,2,11,True
2327,2211,668,22/11/2015,Shipped,93.0,93.0,2,11,True
2328,4215,1747,22/11/2020,Shipped,240.0,240.0,3,11,True
2329,4214,1746,22/11/2020,Shipped,80.0,80.0,1,11,True
2330,1029,485,22/12/2012,Shipped,200.0,200.0,3,12,True
2331,3977,1660,23/01/2020,Shipped,68.0,68.0,1,01,True
2332,3976,545,23/01/2020,Shipped,88.0,88.0,1,01,True
2333,3702,1600,23/02/2019,Shipped,153.0,153.0,2,02,True
2334,1109,708,23/03/2013,Shipped,69.0,74.5,1,03,True
2335,3035,1408,23/03/2017,Shipped,134.0,134.0,2,03,True
2336,2444,1302,23/04/2016,Shipped,91.0,91.0,2,04,True
2337,3419,1493,23/04/2018,Shipped,80.0,80.0,1,04,True
2338,4046,1683,23/05/2020,Shipped,80.0,80.0,1,05,True
2339,4066,1688,23/06/2020,Shipped,139.0,139.0,2,06,True
2340,1216,771,23/09/2013,Shipped,99.0,99.0,1,09,True
2341,1217,770,23/09/2013,Shipped,83.0,83.0,2,09,True
2342,1215,769,23/09/2013,Shipped,200.0,200.0,3,09,True
2343,1237,781,23/10/2013,Shipped,207.0,207.0,3,10,True
2344,2154,1202,23/10/2015,Shipped,138.0,143.5,2,10,True
2345,2572,1312,23/10/2016,Shipped,67.0,72.5,1,10,True
2346,2573,202,23/10/2016,Shipped,149.0,149.0,2,10,True
2347,3192,1453,23/10/2017,Shipped,106.0,106.0,2,10,True
2348,3224,754,23/11/2017,Shipped,134.0,134.0,2,11,True
2349,3222,414,23/11/2017,Shipped,74.0,74.0,1,11,True
2350,3611,1467,23/11/2018,Shipped,160.0,160.0,2,11,True
2351,3613,1331,23/11/2018,Shipped,217.0,217.0,2,11,True
2352,3615,1102,23/11/2018,Shipped,228.0,228.0,3,11,True
2353,3913,1650,23/11/2019,Shipped,400.0,400.0,5,11,True
2354,1790,875,23/12/2014,Shipped,69.0,74.5,1,12,True
2355,1822,1087,24/01/2015,Shipped,200.0,200.0,3,01,True
2356,2326,1264,24/01/2016,Shipped,39.0,44.5,1,01,True
2357,2327,1264,24/01/2016,Shipped,28.0,33.5,1,01,True
2358,3345,1506,24/01/2018,Shipped,134.0,134.0,2,01,True
2359,3979,1380,24/01/2020,Shipped,160.0,160.0,2,01,True
2360,4293,1783,24/01/2021,Shipped,89.0,89.0,1,01,True
2361,2987,845,24/02/2017,Shipped,222.0,222.0,3,02,True
2362,3703,1601,24/02/2019,Shipped,480.0,480.0,6,02,True
2363,1110,709,24/03/2013,Shipped,69.0,74.5,1,03,True
2364,1906,988,24/03/2015,Shipped,60.0,65.5,1,03,True
2365,1904,390,24/03/2015,Shipped,69.0,74.5,1,03,True
2366,2405,1294,24/03/2016,Shipped,207.0,207.0,3,03,True
2367,2406,1193,24/03/2016,Shipped,131.0,131.0,2,03,True
2368,2407,869,24/03/2016,Shipped,207.0,207.0,3,03,True
2369,3405,1497,24/03/2018,Shipped,360.0,360.0,5,03,True
2370,3727,1352,24/03/2019,Shipped,160.0,160.0,2,03,True
2371,4009,337,24/03/2020,Shipped,88.0,88.0,1,03,True
2372,1943,1132,24/04/2015,Shipped,45.0,50.5,1,04,True
2373,3420,1529,24/04/2018,Shipped,160.0,160.0,2,04,True
2374,3754,1604,24/04/2019,Shipped,148.0,148.0,2,04,True
2375,3755,846,24/04/2019,Shipped,109.0,115.5,1,04,True
2376,4067,1689,24/06/2020,Shipped,202.0,202.0,3,06,True
2377,1484,898,24/07/2014,Shipped,124.0,124.0,2,07,True
2378,2516,1315,24/07/2016,Shipped,142.0,142.0,2,07,True
2379,1520,918,24/08/2014,Shipped,137.0,137.0,2,08,True
2380,2526,1223,24/08/2016,Shipped,84.0,84.0,2,08,True
2381,3843,1619,24/08/2019,Shipped,74.0,80.5,1,08,True
2382,906,601,24/09/2012,Shipped,69.0,74.5,1,09,True
2383,2118,1188,24/09/2015,Shipped,282.0,282.0,4,09,True
2384,3168,1451,24/09/2017,Shipped,222.0,222.0,3,09,True
2385,4142,1718,24/09/2020,Shipped,252.0,252.0,3,09,True
2386,924,614,24/10/2012,Shipped,138.0,143.5,2,10,True
2387,1566,944,24/10/2014,Shipped,284.0,284.0,3,10,True
2388,1565,943,24/10/2014,Shipped,138.0,138.0,2,10,True
2389,3568,815,24/10/2018,Shipped,216.0,216.0,3,10,True
2390,1654,997,24/11/2014,Shipped,99.0,99.0,1,11,True
2391,1792,1074,24/12/2014,Shipped,196.0,196.0,3,12,True
2392,2306,1257,24/12/2015,Shipped,124.0,124.0,2,12,True
2393,2872,1373,24/12/2016,Shipped,74.0,74.0,1,12,True
2394,1044,675,25/01/2013,Shipped,84.0,84.0,2,01,True
2395,1824,1089,25/01/2015,Shipped,62.0,67.5,1,01,True
2396,1823,1088,25/01/2015,Shipped,124.0,124.0,2,01,True
